GeoName,Education,Sex,Industry,Median Income
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,46149
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,41276
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",57179
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,67589
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,74824
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,63666
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,62904
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,49434
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,58902
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,56975
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Health care,52929
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,69161
British Columbia,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",64300
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,52259
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,60339
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,51611
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,49054
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,40352
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,38675
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,50423
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Health care,45435
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,37740
British Columbia,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",40082
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,68264
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,80498
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,77587
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,66500
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,51838
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,60086
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,97684
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,78145
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,72623
British Columbia,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",69720
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,75525
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,83955
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,81129
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,74198
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,57373
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,68320
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,100505
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Health care,82871
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,79768
British Columbia,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",75936
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,58598
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,66065
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,64928
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,58886
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,48324
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,55280
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,92043
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Health care,77006
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,69441
British Columbia,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",64951
British Columbia,Bachelor's degree,Both sexes,Science and science technology,63749
British Columbia,Bachelor's degree,Both sexes,Engineering and engineering technology,77267
British Columbia,Bachelor's degree,Both sexes,Mathematics and computer and information science,73895
British Columbia,Bachelor's degree,Both sexes,Business and administration,61069
British Columbia,Bachelor's degree,Both sexes,Arts and humanities,49791
British Columbia,Bachelor's degree,Both sexes,Social and behavioural sciences,57580
British Columbia,Bachelor's degree,Both sexes,Legal professions and studies,99484
British Columbia,Bachelor's degree,Both sexes,Health care,77254
British Columbia,Bachelor's degree,Both sexes,Education and teaching,61522
British Columbia,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",64155
British Columbia,Bachelor's degree,Male,Science and science technology,71330
British Columbia,Bachelor's degree,Male,Engineering and engineering technology,80343
British Columbia,Bachelor's degree,Male,Mathematics and computer and information science,78274
British Columbia,Bachelor's degree,Male,Business and administration,68670
British Columbia,Bachelor's degree,Male,Arts and humanities,55011
British Columbia,Bachelor's degree,Male,Social and behavioural sciences,65708
British Columbia,Bachelor's degree,Male,Legal professions and studies,105994
British Columbia,Bachelor's degree,Male,Health care,78124
British Columbia,Bachelor's degree,Male,Education and teaching,68427
British Columbia,Bachelor's degree,Male,"Trades, services, natural resources and conservation",71316
British Columbia,Bachelor's degree,Female,Science and science technology,54884
British Columbia,Bachelor's degree,Female,Engineering and engineering technology,62515
British Columbia,Bachelor's degree,Female,Mathematics and computer and information science,60543
